index,name,geometry,point_lon,point_lat
8435,Brampton War Memorial Hospital,POINT (-2.726453821390888 54.93881243882351),-2.726453821,54.93881244
8436,Holsworthy Hospital,POINT (-4.349655370847995 50.81831622152332),-4.349655371,50.81831622
8437,Nottingham City Hospital,POINT (-1.159969226235951 52.99011226754606),-1.159969226,52.99011227
8438,R J Lad Pharmacy,POINT (-2.076744788701364 53.46991837154118),-2.076744789,53.46991837
8439,Gohil's Pharmacy,POINT (-0.4068404981327336 52.99762709767374),-0.406840498,52.9976271
8440,Rowlands Pharmacy,POINT (-2.879028052566048 53.4881643056749),-2.879028053,53.48816431
8441,Portsmans Pharmacy,POINT (-0.09245779372068616 51.52200009186022),-0.092457794,51.52200009
8442,Taylor's Pharmacy,POINT (-2.694929935424086 53.46593454471831),-2.694929935,53.46593454
8443,Park House Mental Health Resource Centre,POINT (-2.209026388016726 51.74142013943859),-2.209026388,51.74142014
8444,Chard Community Hospital,POINT (-2.9523745435288 50.874999600715),-2.952374544,50.8749996
8445,Monkwearmouth Hospital,POINT (-1.386784724842421 54.92454690649129),-1.386784725,54.92454691
8446,District 1,POINT (-1.531349510406016 54.89878432068603),-1.53134951,54.89878432
8447,Moseley Hall Hospital,POINT (-1.892888477843621 52.44592195731296),-1.892888478,52.44592196
8448,Ealing Day Treatment Centre,POINT (-0.3709425573444224 51.51772743431745),-0.370942557,51.51772743
8449,The Wellcroft Centre,POINT (-2.836515100151559 53.4203931923261),-2.8365151,53.42039319
8450,Rowley Regis Hospital,POINT (-2.05208030772661 52.48069683362147),-2.052080308,52.48069683
8451,St Catherines Hospital,POINT (-3.026288703759199 53.3796624181272),-3.026288704,53.37966242
8452,Lloyds Pharmacy,POINT (-2.241787720558973 53.79430795988171),-2.241787721,53.79430796
8453,Whitworth Chemists Ltd,POINT (-2.186284125961202 53.91550179197846),-2.186284126,53.91550179
8454,Whitworth Chemists Ltd,POINT (-2.144308288223436 53.91618790548545),-2.144308288,53.91618791
8455,Walsgrave Pharmacy,POINT (-1.472976465044326 52.41112107743191),-1.472976465,52.41112108
8456,McDougalls Pharmacy,POINT (-2.735785353167657 53.36218441377321),-2.735785353,53.36218441
8457,Boots,POINT (-2.477769069119859 53.38131847070655),-2.477769069,53.38131847
8458,Cohens Chemist,POINT (-3.096117686038324 54.19605719864921),-3.096117686,54.1960572
8459,Well Pharmacy,POINT (-0.6629860611623731 52.90256822462972),-0.662986061,52.90256822
8460,Lincolnshire Co-operative Chemist Group,POINT (-0.4548170032078239 53.24208679917794),-0.454817003,53.2420868
8461,Wilmslow Road Pharmacy,POINT (-2.228672239541742 53.43393169220603),-2.22867224,53.43393169
8462,Adswood Pharmacy,POINT (-2.168361115684339 53.38860391443831),-2.168361116,53.38860391
8463,Fir Road Pharmacy,POINT (-2.159518695284729 53.37216694297239),-2.159518695,53.37216694
8464,Imperiun Pharmacy,POINT (-1.510109441042574 52.44585668084624),-1.510109441,52.44585668
8465,Faith Chemists,POINT (-2.23935879511555 53.46707111974016),-2.239358795,53.46707112
8466,Cohens Chemist,POINT (-2.233650838579325 53.48535417702523),-2.233650839,53.48535418
8467,Well Pharmacy,POINT (-2.178975602599508 51.20528779564729),-2.178975603,51.2052878
8468,Elstead Pharmacy,POINT (-0.6986987974873445 51.18407660912184),-0.698698797,51.18407661
8469,Well Pharmacy,POINT (-2.153514988954461 53.403670827671),-2.153514989,53.40367083
8470,Lincolnshire Co-operative Chemist Group,POINT (-0.6192466373893327 53.23569674884522),-0.619246637,53.23569675
8471,Boots,POINT (-1.52420527225907 50.6823158709209),-1.524205272,50.68231587
8472,Dapdune Pharmacy,POINT (-0.5786838864909902 51.24345069944705),-0.578683886,51.2434507
8473,Rowlands Pharmacy,POINT (-1.760578937044964 50.73611541456206),-1.760578937,50.73611541
8474,Pulross Intermediate Care Centre,POINT (-0.1215679306543446 51.46436898752384),-0.121567931,51.46436899
8475,Health Visitors Office,POINT (-0.05064272086936239 51.50100727216642),-0.050642721,51.50100727
8476,Newcomen Child Development Centre,POINT (-0.08899537995656524 51.50464293352668),-0.08899538,51.50464293
8477,Surrey Docks Health Centre,POINT (-0.03644624625176016 51.50083787510952),-0.036446246,51.50083788
8478,South Lewisham Health Centre,POINT (-0.01345782199031612 51.42999722353709),-0.013457822,51.42999722
8479,Rowlands Pharmacy,POINT (-2.562450260063887 53.47179128738201),-2.56245026,53.47179129
8480,Rowlands Pharmacy,POINT (-2.958136275380188 53.38304256156518),-2.958136275,53.38304256
8481,Manor Pharmacy,POINT (-2.642983199191656 53.52912751120704),-2.642983199,53.52912751
8482,Wessex Pharmacy,POINT (-0.7521167237902835 51.50983049870445),-0.752116724,51.5098305
8483,Lloyds Pharmacy,POINT (-0.8486134853456079 51.28826474634519),-0.848613485,51.28826475
8484,Rowlands Pharmacy,POINT (-0.8403609470590968 51.26939860690393),-0.840360947,51.26939861
8485,Markeaton Pharmacy,POINT (-1.491392078424644 52.93246381744301),-1.491392078,52.93246382
8486,B J Wilson Ltd,POINT (-1.338203856064083 52.89460668380128),-1.338203856,52.89460668
8487,Jeeves Pharmacy,POINT (-0.5211713021966395 51.5430069557659),-0.521171302,51.54300696
8488,The Contraception & Sexual Health Service,POINT (-2.12566750268261 52.58200234751668),-2.125667503,52.58200235
8489,Woodstock Pharmacy,POINT (-1.354439416637141 51.84686562368858),-1.354439417,51.84686562
8490,Friary Pharmacy,POINT (-0.5780857893339836 51.45749436136194),-0.578085789,51.45749436
8491,Hermans Pharmacy,POINT (-0.4757380676665283 51.45063515503594),-0.475738068,51.45063516
8492,Belle Vale Pharmacy,POINT (-2.856535937319801 53.38836333140375),-2.856535937,53.38836333
8493,Day Lewis Pharmacy,POINT (-2.948940827613869 53.48542815377359),-2.948940828,53.48542815
8494,Cohens Chemist,POINT (-2.828294708552877 53.36789817052064),-2.828294709,53.36789817
8495,Boots,POINT (-0.9620068063732478 51.28261652787531),-0.962006806,51.28261653
8496,Little Woodhouse Hall,POINT (-1.557057196481636 53.8029299699224),-1.557057196,53.80292997
8497,William Harvey Hospital,POINT (0.9162088203903909 51.141489402416),0.91620882,51.1414894
8498,Community Mental Health Team,POINT (-0.2056673854791019 54.08707039910425),-0.205667385,54.0870704
8499,St Pancras Hospital,POINT (-0.1315185783628221 51.53652222508313),-0.131518578,51.53652223
8500,Royal Gwent Hospital,POINT (-2.998152078117006 51.5797890420012),-2.998152078,51.57978904
8501,Abingdon Hospital,POINT (-1.301890674080698 51.67002301179825),-1.301890674,51.67002301
8502,Pinderfields Hospital,POINT (-1.488538400720822 53.69256179661772),-1.488538401,53.6925618
8503,Pontefract Hospital,POINT (-1.30811622343436 53.69045154094016),-1.308116223,53.69045154
8504,Derriford Hospital,POINT (-4.11413908771322 50.41618102155412),-4.114139088,50.41618102
8505,Bronllys Hospital,POINT (-3.258953755318594 52.00845993694659),-3.258953755,52.00845994
8506,Liverpool University Dental Hospital,POINT (-2.967021930624607 53.40892194375156),-2.967021931,53.40892194
8507,Royal Marsden Hospital,POINT (-0.1725680916214334 51.49055909157413),-0.172568092,51.49055909
8508,Royal Marsden Hospital (Surrey Branch),POINT (-0.1911145804401299 51.34347798655762),-0.19111458,51.34347799
8509,Queens Medical Centre,POINT (-1.185956517303017 52.94379947059777),-1.185956517,52.94379947
8510,Dewi Sant Hospital,POINT (-3.343339138780317 51.59841984578886),-3.343339139,51.59841985
8511,Robert Jones/Agnes Hunt Orthopaedic & Dist Hospital,POINT (-3.032685254384569 52.88421194587033),-3.032685254,52.88421195
8512,Wythenshawe Hospital,POINT (-2.293184889886663 53.38792104186189),-2.29318489,53.38792104
8513,Guisborough Primary Care Hospital,POINT (-1.052162103418836 54.53883522901555),-1.052162103,54.53883523
8514,Christchurch Hospital,POINT (-1.790155024902966 50.74516497078512),-1.790155025,50.74516497
8515,Royal Cornwall Hospital,POINT (-5.091464043356437 50.26668600530975),-5.091464043,50.26668601
8516,West Cornwall Hospital,POINT (-5.542976360394684 50.12205627403502),-5.54297636,50.12205627
8517,South Tyneside District Hospital,POINT (-1.42845816343859 54.97120411537649),-1.428458163,54.97120412
8518,St Helens Hospital,POINT (-2.718932586798148 53.43959048075066),-2.718932587,53.43959048
8519,Seacroft Hospital,POINT (-1.471924848318081 53.80633356236194),-1.471924848,53.80633356
8520,Royal Surrey County Hospital,POINT (-0.6074625696911068 51.2410161309746),-0.60746257,51.24101613
8521,Royal United Hospital,POINT (-2.391217782453096 51.39166524201343),-2.391217782,51.39166524
8522,Queen Victoria Hospital,POINT (-0.002900291544434878 51.13507276287007),-0.002900292,51.13507276
8523,The Royal Orthopaedic Hospital,POINT (-1.960833129715607 52.4211369548427),-1.96083313,52.42113695
8524,Sheffield Children's Hospital,POINT (-1.491226054360003 53.3805516493103),-1.491226054,53.38055165
8525,Southampton General Hospital,POINT (-1.435103975171241 50.93301933813141),-1.435103975,50.93301934
8526,Stoke Mandeville Hospital,POINT (-0.8024929650441938 51.79897930794106),-0.802492965,51.79897931
8527,Russells Hall Hospital,POINT (-2.118517536075669 52.50294385155807),-2.118517536,52.50294385
8528,The Princess Royal Hospital,POINT (-2.511490657730734 52.71210677528554),-2.511490658,52.71210678
8529,Mile End Hospital,POINT (-0.04207243791246587 51.52514457985641),-0.042072438,51.52514458
8530,Bethlem Royal Hospital,POINT (-0.02976742328944174 51.38092013224908),-0.029767423,51.38092013
8531,Waterside Day Unit,POINT (-1.948687835459567 52.0862623411554),-1.948687835,52.08626234
8532,Southmead Hospital,POINT (-2.591020075641416 51.49480882443643),-2.591020076,51.49480882
8533,Whittington Hospital,POINT (-0.1390922837924118 51.56647957843889),-0.139092284,51.56647958
8534,Clatterbridge Hospital,POINT (-3.024137981829543 53.33288217838737),-3.024137982,53.33288218
8535,Hewat Centre,POINT (-1.148387898860089 50.79256038310487),-1.148387899,50.79256038
8536,Learning Disabilities - North Warwickshire,POINT (-1.477459063953007 52.52688812085889),-1.477459064,52.52688812
8537,Community Rehabilitation Centre,POINT (-2.241710583960921 53.51665381253319),-2.241710584,53.51665381
8538,Community Mental Health Services,POINT (-1.315525400547639 53.72297774933814),-1.315525401,53.72297775
8539,Four Acre Health Centre,POINT (-2.723393683984897 53.4188894838246),-2.723393684,53.41888948
8540,Newton Clinic,POINT (-2.635273297598635 53.44597848224548),-2.635273298,53.44597848
8541,Thornton Family Health Clinic,POINT (-2.998703199576509 53.49726353636307),-2.9987032,53.49726354
8542,Riverside Centre for Health,POINT (-2.972884806538554 53.3863300624415),-2.972884807,53.38633006
8543,Everton Road Clinic,POINT (-2.9642939152912 53.41534411125706),-2.964293915,53.41534411
8544,Saffrons Lodge Day Centre,POINT (0.2770984282365545 50.7671845726876),0.277098428,50.76718457
8545,Faringdon Day Hospital,POINT (-1.58830412541705 51.65654341940282),-1.588304125,51.65654342
8546,Rowlands Pharmacy,POINT (-3.018380886702146 53.3927498059813),-3.018380887,53.39274981
8547,Glasshouse Chemist,POINT (-1.146218625562174 52.95687014907136),-1.146218626,52.95687015
8548,B J Wilson Ltd,POINT (-1.381003798430736 52.90718704119255),-1.381003798,52.90718704
8549,Rowlands Pharmacy,POINT (-1.143304016277144 50.80042060549079),-1.143304016,50.80042061
8550,Whitworth Chemists Ltd,POINT (-1.501942762640124 53.38367633674356),-1.501942763,53.38367634
8551,Thurlow House,POINT (0.4090505325700049 52.74751446381689),0.409050533,52.74751446
8552,Green Lane Clinic,POINT (-0.536813549543513 52.39994086434526),-0.53681355,52.39994086
8553,Gilchrist Birthing Unit,POINT (1.139614524509156 52.3237873868342),1.139614525,52.32378739
8554,Park View Resource Centre,POINT (0.4044068812112473 52.74991238767631),0.404406881,52.74991239
8555,Marlow Health Clinic,POINT (-0.7698762374256901 51.57377938213453),-0.769876237,51.57377938
8556,Ormskirk District General Hospital,POINT (-2.871252171645494 53.56463393927923),-2.871252172,53.56463394
8557,Harrogate District Hospital,POINT (-1.517573449834431 53.99380658339677),-1.51757345,53.99380658
8558,Queen's Hospital,POINT (-1.656383662523443 52.81777502280774),-1.656383663,52.81777502
8559,Pilgrim Hospital,POINT (-0.009964849537701744 52.99112235437575),-0.00996485,52.99112235
8560,Scunthorpe General Hospital,POINT (-0.6675990719098108 53.58758245111851),-0.667599072,53.58758245
8561,University Hospital,POINT (-1.437207242750712 52.42159167637387),-1.437207243,52.42159168
8562,Victoria Memorial Hospital,POINT (-3.143337536629795 52.66228612179005),-3.143337537,52.66228612
8563,Wrightington Hospital,POINT (-2.711509776782894 53.58980364481578),-2.711509777,53.58980364
8564,Royal London Hospital for Integrated Medicine,POINT (-0.1213991785387182 51.52173879359572),-0.121399179,51.52173879
8565,The Walton Centre,POINT (-2.93100290340842 53.46639169762883),-2.931002903,53.4663917
8566,Jhoots Pharmacy,POINT (-1.777601854446089 52.50858000784375),-1.777601854,52.50858001
8567,The National Hospital for Neurology & Neurosurgery,POINT (-0.1220012284666428 51.52217108269816),-0.122001228,51.52217108
8568,University Dental Hospital,POINT (-3.192486472411702 51.50674157473864),-3.192486472,51.50674157
8569,Velindre Hospital,POINT (-3.229028032847491 51.51639025969556),-3.229028033,51.51639026
8570,Dorset County Hospital,POINT (-2.446937637132226 50.71294131349188),-2.446937637,50.71294131
8571,North Wales Cancer Treatment Centre,POINT (-3.495455052176636 53.27288992213458),-3.495455052,53.27288992
8572,Amersham Hospital,POINT (-0.621430967034406 51.66300074658758),-0.621430967,51.66300075
8573,Ashford Hospital,POINT (-0.4727092857357948 51.44410153363079),-0.472709286,51.44410153
8574,Berwick Infirmary,POINT (-2.004979449296101 55.7732849216791),-2.004979449,55.77328492
8575,Alnwick Infirmary,POINT (-1.697215375448121 55.41093908234637),-1.697215375,55.41093908
8576,Haltwhistle War Memorial Hospital,POINT (-2.463043268636151 54.97002424176975),-2.463043269,54.97002424
8577,Royal Brompton Hospital,POINT (-0.1708491028788592 51.48974364878656),-0.170849103,51.48974365
8578,Harefield Hospital,POINT (-0.4827683092892278 51.60672898160026),-0.482768309,51.60672898
8579,East Surrey Hospital,POINT (-0.1630071306930908 51.21894884738833),-0.163007131,51.21894885
8580,Derbyshire Children's Hospital,POINT (-1.513099283377163 52.91007227147692),-1.513099283,52.91007227
8581,Dental Hospital,POINT (-1.622717813632946 54.98150121242083),-1.622717814,54.98150121
8582,Royal Glamorgan Hospital,POINT (-3.391231441734107 51.54788456626419),-3.391231442,51.54788457
8583,Child & Adolescent Mental Health Service,POINT (-2.897732437908088 53.42038455202311),-2.897732438,53.42038455
8584,Blyth Community Hospital & Health Centre,POINT (-1.514935652656186 55.12787277118178),-1.514935653,55.12787277
8585,Cranleigh Village Hospital,POINT (-0.4863514933449774 51.14049500513334),-0.486351493,51.14049501
8586,Sheppey Community Hospital,POINT (0.7930655900113033 51.41540891057179),0.79306559,51.41540891
8587,Warrington & Halton Cmh Services,POINT (-2.6062434601321 53.392586556068),-2.60624346,53.39258656
8588,New Epsom and Ewell Community Hospital,POINT (-0.3016543608956298 51.34170671071075),-0.301654361,51.34170671
8589,The Friary Community Hospital,POINT (-1.73858285255362 54.40527430837787),-1.738582853,54.40527431
8590,Walter Brice Centre,POINT (0.5574836600500076 51.41956568370262),0.55748366,51.41956568
8591,Oldbury Health Centre,POINT (-2.013878047339969 52.50371282162931),-2.013878047,52.50371282
8592,Community Nurses Office,POINT (-1.696673931919876 55.41007512552629),-1.696673932,55.41007513
8593,Community Nurses Department,POINT (-0.7197302625772394 51.52499263117892),-0.719730263,51.52499263
8594,Glebefield Health Centre,POINT (-2.052770839429559 52.54064125876324),-2.052770839,52.54064126
8595,Calshot Community Care Centre,POINT (-0.1174166037220032 51.53267278580349),-0.117416604,51.53267279
8596,Falkland House Clinic,POINT (-0.2053410106944783 51.49153462496844),-0.205341011,51.49153462
8597,Whitmore Reans Health Centre,POINT (-2.143316492904168 52.59497252581094),-2.143316493,52.59497253
8598,Woodcross Clinic,POINT (-2.099624680747136 52.55195620034171),-2.099624681,52.5519562
8599,Neptune Health Park,POINT (-2.071182168307008 52.5288458517102),-2.071182168,52.52884585
8600,Warstones Health Centre,POINT (-2.166452822397779 52.56861106050138),-2.166452822,52.56861106
8601,Community Nurses Office,POINT (-2.029288176447759 52.46700670817879),-2.029288176,52.46700671
8602,Ellen Badger Hospital,POINT (-1.622551454068123 52.06685801171409),-1.622551454,52.06685801
8603,Community Nurses Office,POINT (-1.85153337312224 52.49165885624066),-1.851533373,52.49165886
8604,Broad Street Health Centre,POINT (-1.493528976479261 52.42652106483725),-1.493528976,52.42652106
8605,The Poplars Centre - CMHT,POINT (-2.118706826673431 52.48028899987018),-2.118706827,52.480289
8606,Malvern Community Hospital,POINT (-2.320925766130893 52.12510304667406),-2.320925766,52.12510305
8607,Strelley Health Centre,POINT (-1.227725588181419 52.97323092757564),-1.227725588,52.97323093
8608,Stamford & Rutland Hospital,POINT (-0.4687506442933954 52.65537094414454),-0.468750644,52.65537094
8609,Bexhill Health Centre,POINT (0.4755042513667777 50.85070825468696),0.475504251,50.85070825
8610,Dover Mental Health Centre,POINT (1.294486547507866 51.13954174103245),1.294486548,51.13954174
8611,Pendle Community Hospital,POINT (-2.210967748974337 53.83890147225134),-2.210967749,53.83890147
8612,Oral & Maxillofacial Unit,POINT (-1.185956517303017 52.94379947059777),-1.185956517,52.94379947
8613,Community Mental Health Services,POINT (-2.052289076983751 51.88734750470123),-2.052289077,51.8873475
8614,Mental Health Unit,POINT (1.087360478065961 51.27200514393542),1.087360478,51.27200514
8615,Radbrook College Complex,POINT (-2.779628031726976 52.70089237653819),-2.779628032,52.70089238
8616,The 56 Dean Street Team,POINT (-0.1320327559776702 51.51251324262327),-0.132032756,51.51251324
8617,Tonteg Day Unit,POINT (-3.32590758641384 51.60222382811632),-3.325907586,51.60222383
8618,King Edward VII Hospital,POINT (-0.6147069750189978 51.47354301190715),-0.614706975,51.47354301
8619,City Community Mental Health Team,POINT (0.155077061636351 52.18736519099157),0.155077062,52.18736519
8620,Mayflower Community Hospital,POINT (0.4050054530701354 51.62154478350472),0.405005453,51.62154478
8621,Tickhill Road Hospital,POINT (-1.148162239911079 53.49777617233057),-1.14816224,53.49777617
8622,WiSH (Walsall Integrated Sexual Health),POINT (-1.987892439606466 52.58513782606093),-1.98789244,52.58513783
8623,Wolverhampton Specialist Healthcare Services,POINT (-2.120138869646716 52.5733149474074),-2.12013887,52.57331495
8624,Clozaril Clinic,POINT (-2.2452271500258 53.42522038681322),-2.24522715,53.42522039
8625,Community Mental Health Team,POINT (-1.115852458340022 53.95579004209595),-1.115852458,53.95579004
8626,Hebden Bridge Health Centre,POINT (-2.013699324695051 53.74269964007698),-2.013699325,53.74269964
8627,Westfields Mental Health Resource Centre,POINT (-2.702605076717019 53.69040405271625),-2.702605077,53.69040405
8628,Thirlestaine Breast Centre,POINT (-2.071222944540102 51.88843441218419),-2.071222945,51.88843441
8629,Oaklands Resource Centre,POINT (-1.748634204404842 53.64183317011113),-1.748634204,53.64183317
8630,Elmfield House,POINT (-1.861536887481067 53.71902711152995),-1.861536887,53.71902711
8631,Community Mental Health Team,POINT (-1.10845300143292 53.97710982106838),-1.108453001,53.97710982
8632,Pembroke Centre CMHT,POINT (-0.4150376173509407 51.57318373653818),-0.415037617,51.57318374
8633,St Lawrence House Mental Health,POINT (0.2101124783932294 51.4453562840985),0.210112478,51.44535628
8634,Community Mental Health Team,POINT (-1.126118379918106 53.95569166258952),-1.12611838,53.95569166
8635,Beck House Community Child and Adolescent MH Team,POINT (-0.410259853738411 54.27872691089745),-0.410259854,54.27872691
8636,Community Mental Health Team,POINT (-2.120356815201324 53.56564455700326),-2.120356815,53.56564456
8637,Respite Unit,POINT (-2.278906596762977 53.55198698508462),-2.278906597,53.55198699
8638,Bentley Medical Centre,POINT (-2.031213659080873 52.58884612139118),-2.031213659,52.58884612
8639,Egerton/Dunscar Health Centre,POINT (-2.426382895636372 53.6175892654071),-2.426382896,53.61758927
8640,Avenham Health Centre,POINT (-2.693948357097052 53.75697668034547),-2.693948357,53.75697668
8641,Ings Lane Clinic,POINT (-2.181518071596381 53.62487188997214),-2.181518072,53.62487189
8642,Orford Health Centre,POINT (-2.578207389311816 53.40985631527505),-2.578207389,53.40985632
8643,Community Nurses Office,POINT (-2.594385738007499 53.39393517994282),-2.594385738,53.39393518
8644,Tyldesley Clinic,POINT (-2.467296137262602 53.51685633433595),-2.467296137,53.51685633
8645,Ramsbottom Health Centre,POINT (-2.319287268642204 53.64877973782557),-2.319287269,53.64877974
8646,Community Nurses Office,POINT (-2.285408526753682 53.56156220465149),-2.285408527,53.5615622
8647,Coronation Hospital,POINT (-1.813674347497669 53.92320417624416),-1.813674347,53.92320418
8648,Tottington Health Centre,POINT (-2.341975022475232 53.61457965154258),-2.341975022,53.61457965
8649,Rastrick Health Centre,POINT (-1.793710518080897 53.68801057495401),-1.793710518,53.68801057
8650,Ripon Community Hospital,POINT (-1.527194604893832 54.13543620151005),-1.527194605,54.1354362
8651,Fysche Hall Clinic,POINT (-1.463414990076252 54.00644761805438),-1.46341499,54.00644762
8652,Charlotte Road Health Clinic,POINT (-1.924192220091417 52.42559986301514),-1.92419222,52.42559986
8653,Woodgate Valley Health Centre,POINT (-1.991427640720202 52.44266519744438),-1.991427641,52.4426652
8654,Blenheim House,POINT (-3.022013117753354 53.82156440912802),-3.022013118,53.82156441
8655,Low Fell Clinic,POINT (-1.595437804129179 54.93157561164674),-1.595437804,54.93157561
8656,Ryton Clinic,POINT (-1.76349288793072 54.97207906165242),-1.763492888,54.97207906
8657,Catterick Village Health Centre,POINT (-1.632750624182112 54.3777789125699),-1.632750624,54.37777891
8658,Grassbanks Health Centre,POINT (-1.541335170375023 54.94052635138805),-1.54133517,54.94052635
8659,Springwell Health Centre,POINT (-1.422180508832078 54.8902392457688),-1.422180509,54.89023925
8660,Community Nurses Office,POINT (-1.604307260655914 54.95647889173847),-1.604307261,54.95647889
8661,Ravenswood Clinic,POINT (-1.575285985256119 54.99128375952432),-1.575285985,54.99128376
8662,Garforth Clinic,POINT (-1.389559206315635 53.78995387866792),-1.389559206,53.78995388
8663,Calne Family Health Centre,POINT (-2.000756802908943 51.43983066962081),-2.000756803,51.43983067
8664,Kirkstall Health Centre,POINT (-1.599694139064621 53.81716395926485),-1.599694139,53.81716396
8665,Devizes Community Hospital,POINT (-1.993116563324855 51.35452336762207),-1.993116563,51.35452337
8666,Birmingham Women's Hospital,POINT (-1.942241725397516 52.45318690557168),-1.942241725,52.45318691
8667,Chelsea & Westminster Hospital,POINT (-0.1814590773641692 51.48425148416892),-0.181459077,51.48425148
8668,Royal Blackburn Teaching Hospital,POINT (-2.463945065150636 53.73565364351425),-2.463945065,53.73565364
8669,Camborne & Redruth Community Hospital,POINT (-5.245202077218735 50.22916047426325),-5.245202077,50.22916047
8670,Savernake Hospital,POINT (-1.70493266438754 51.41541020030058),-1.704932664,51.4154102
8671,Wareham Hospital,POINT (-2.116742389594803 50.68698514601495),-2.11674239,50.68698515
8672,The York Clinic,POINT (-0.08562083566251195 51.50309243101909),-0.085620836,51.50309243
8673,Colchester General Hospital,POINT (0.899182347494127 51.91016409734659),0.899182347,51.9101641
8674,Bideford Community Hospital,POINT (-4.212764127273785 51.01781397447303),-4.212764127,51.01781397
8675,St Davids Hospital,POINT (-3.193713754263238 51.48202831235366),-3.193713754,51.48202831
8676,Poole Addictions Community Team,POINT (-1.960026950890592 50.72229836470138),-1.960026951,50.72229836
8677,St Ann's Hospital,POINT (-0.09209663283539689 51.58062538618433),-0.092096633,51.58062539
8678,Galen House,POINT (0.08630342093000473 51.77134210531655),0.086303421,51.77134211
8679,Victoria House,POINT (-1.435447903797902 50.9316451586006),-1.435447904,50.93164516
8680,Health Clinic,POINT (-3.100581616657614 51.60691807688814),-3.100581617,51.60691808
8681,The Plessey Centre,POINT (-1.505417251501268 55.12654054060646),-1.505417252,55.12654054
8682,Frenchay Brain Injury Rehab Centre,POINT (-2.522204603590213 51.49896324991154),-2.522204604,51.49896325
8683,Wrights Pharmacy,POINT (-1.86577291345767 50.74893634959793),-1.865772913,50.74893635
8684,Heanor Health Centre,POINT (-1.354159504255593 53.01104776432592),-1.354159504,53.01104776
8685,Brixham Clinic,POINT (-3.515033994309323 50.3899134348061),-3.515033994,50.38991343
8686,Ingrow Centre,POINT (-1.915405840679432 53.85583814095821),-1.915405841,53.85583814
8687,The Elms Annexe,POINT (-2.744862806506035 53.45995545796836),-2.744862807,53.45995546
8688,Park Lodge CMHT,POINT (-2.935455149461231 53.42237813131133),-2.935455149,53.42237813
8689,Assesment Liaison Service,POINT (0.01125847339978912 51.45065477208795),0.011258473,51.45065477
8690,Gaskell House,POINT (-2.222035347765117 53.46295012660389),-2.222035348,53.46295013
8691,Bailey & Saunders Highgate Pharmacy,POINT (-0.1479876497019771 51.57091869114659),-0.14798765,51.57091869
8692,SIA Pharmacy,POINT (-0.1088792099471158 51.58905318473447),-0.10887921,51.58905318
8693,Stuart Road Clinic,POINT (-0.6980257417898695 52.48782394599315),-0.698025742,52.48782395
8694,St Stephens Centre,POINT (-1.934390966414393 52.49905682384308),-1.934390966,52.49905682
8695,Avenue Pharmacy,POINT (-0.2759966561390876 51.61544110372765),-0.275996656,51.6154411
8696,The Green Pharmacy,POINT (1.062092062847292 51.85505148099458),1.062092063,51.85505148
8697,Christchurch Pharmacy,POINT (0.5408159937157151 51.87903436818175),0.540815994,51.87903437
8698,Boots,POINT (0.3637737577427561 51.46185515828206),0.363773758,51.46185516
8699,Higginbottom Pharmacy,POINT (-1.55764445831156 54.68895161679269),-1.557644458,54.68895162
8700,Shrives Chemist,POINT (-0.242573221590397 52.57430863667889),-0.242573222,52.57430864
8701,Rowlands Pharmacy,POINT (-0.2631521934435025 52.60810327012636),-0.263152193,52.60810327
8702,J Docter,POINT (-2.083233986537695 52.6112117090305),-2.083233987,52.61121171
8703,M R Pharmacy,POINT (-1.78558929647229 52.39171099099053),-1.785589296,52.39171099
8704,Rowlands Pharmacy,POINT (-2.739472649433293 52.04127860707664),-2.739472649,52.04127861
8705,W S & B Rees,POINT (-2.738939261452524 52.22736187777495),-2.738939261,52.22736188
8706,Haslucks Green Pharmacy,POINT (-1.835508261764281 52.41123643616147),-1.835508262,52.41123644
8707,Boots,POINT (-1.794580653215057 52.44912849302382),-1.794580653,52.44912849
8708,Bearwood Pharmacy,POINT (-1.969431720921829 52.4820260550255),-1.969431721,52.48202606
8709,Well Pharmacy,POINT (-2.197008035819399 52.97655999597117),-2.197008036,52.97656
8710,Boots,POINT (-2.033816635330598 52.49263316501835),-2.033816635,52.49263317
8711,Well Pharmacy,POINT (-2.011751178955342 52.53772183173514),-2.011751179,52.53772183
8712,J Docter Pharmacy,POINT (-2.060319567132502 52.60459119821563),-2.060319567,52.6045912
8713,Community Nurses Office,POINT (-1.355252766457496 53.3076547243453),-1.355252766,53.30765472
8714,Woodsley Road Health Centre,POINT (-1.567721665044461 53.80682471832667),-1.567721665,53.80682472
8715,Horsforth Clinic,POINT (-1.638318061719201 53.84025079041501),-1.638318062,53.84025079
8716,Charlotte Keel Health Centre,POINT (-2.571719367819586 51.46546425604454),-2.571719368,51.46546426
8717,Horfield Health Centre,POINT (-2.57670834071435 51.49007679849831),-2.576708341,51.4900768
8718,Quedgeley Clinic,POINT (-2.280665866816646 51.82663178258365),-2.280665867,51.82663178
8719,Symm Lane Clinic,POINT (-2.352991081210879 51.63596924289108),-2.352991081,51.63596924
8720,Community Nurses Office,POINT (-5.155776716709092 50.25595998560224),-5.155776717,50.25595999
8721,Aylesbury Health Centre,POINT (-0.0862978190610357 51.48837630941867),-0.086297819,51.48837631
8722,Batley Health Centre,POINT (-1.636485111244036 53.71532678159002),-1.636485111,53.71532678
